,userId,cluster,content,dfm,fm,knn,lightgcn,mf,ngcf
475,476,"['Osmosis Jones', 'Stunt Man, The', 'Dragonheart 2: A New Beginning', 'Hunting Party, The', 'Aelita: The Queen of Mars (Aelita)', ""King Solomon's Mines"", 'Casanova', 'Wizards of Waverly Place: The Movie', 'Ernest & Célestine (Ernest et Célestine)', 'Extreme Days']","['Nixon', 'I Want to Live!', 'I Served the King of England (Obsluhoval jsem anglického krále)', 'Fly Away Home', 'Best Offer, The (Migliore offerta, La)', 'Hercules', 'Universal Soldier', 'Lonesome Dove', 'Tangled', 'Beauty and the Beast: The Enchanted Christmas']","[""It's Such a Beautiful Day"", 'History of Future Folk, The', 'Looking for Richard', 'Cry, the Beloved Country', 'District 13: Ultimatum (Banlieue 13 - Ultimatum)', 'Watching the Detectives', 'Tears for Sale', 'Never Let Me Go', 'World of Tomorrow', 'Where Eagles Dare']","['Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)', 'Louis C.K.: Hilarious', 'Town, The', 'Arizona Dream', 'Living in Oblivion', 'Batman: The Dark Knight Returns, Part 1', 'Witness for the Prosecution', 'Crumb', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', ""All the President's Men""]","['Shawshank Redemption, The', 'Pulp Fiction', 'Before Sunrise', 'Dave', 'GoldenEye', 'Crimson Tide', 'Ghost', 'Aristocats, The', 'Pinocchio', 'To Die For']","['Batman', 'Beauty and the Beast', 'Dances with Wolves', 'Aladdin', 'Batman Forever', 'Crimson Tide', 'Babe', 'Cliffhanger', 'Apollo 13', 'Clear and Present Danger']","['Shawshank Redemption, The', 'Pulp Fiction', 'Before Sunrise', 'Crimson Tide', 'Ghost', 'Client, The', 'Dave', 'GoldenEye', 'Aristocats, The', 'To Die For']","['Client, The', 'Pulp Fiction', 'Batman Forever', 'Firm, The', 'Beauty and the Beast', 'Die Hard: With a Vengeance', 'Cliffhanger', 'Speed', 'Braveheart', 'Lion King, The']"
476,477,"['Hunting Party, The', 'Stunt Man, The', 'Southland Tales', 'Protector, The', 'Bronson', 'Sneakers', 'Cowboy Way, The', 'Palookaville', 'Last Dragon, The', 'Pink Cadillac']","['Wild Horses', 'Train of Life (Train de vie)', 'Parallax View, The', 'Gamer', 'Nick Fury: Agent of S.H.I.E.L.D.', 'Deliver Us from Evil', ""Bebe's Kids"", 'Russians Are Coming, the Russians Are Coming, The', 'Best Defense', 'Star Trek Beyond']","['Survive Style 5+', 'World of Tomorrow', 'Watching the Detectives', 'Body Heat', 'Where Eagles Dare', '9/11', 'Wind That Shakes the Barley, The', 'Soloist, The', 'The Night Before', ""Brother's Keeper""]","['Top Secret!', 'Jules and Jim (Jules et Jim)', 'Dersu Uzala', 'Science of Sleep, The (La science des rêves)', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Orphanage, The (Orfanato, El)', 'Twilight Samurai, The (Tasogare Seibei)', 'Lifeboat', 'Last Detail, The', ""All the President's Men""]","['Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei)', 'Big Red One, The', 'Tekkonkinkreet (Tekkon kinkurîto)', 'Rear Window', 'FLCL', 'Chinatown', 'Never Cry Wolf', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Ghost in the Shell (Kôkaku kidôtai)', 'Reservoir Dogs']","['Monty Python and the Holy Grail', 'Memento', 'Kill Bill: Vol. 2', 'Shawshank Redemption, The', 'Lord of the Rings: The Return of the King, The', 'Donnie Darko', 'Star Wars: Episode IV - A New Hope', 'Lord of the Rings: The Fellowship of the Ring, The', 'Matrix, The', 'Monsters, Inc.']","[""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Dark Knight, The', ""One Flew Over the Cuckoo's Nest"", 'Gattaca', 'Kill Bill: Vol. 1', 'Reservoir Dogs', 'Star Wars: Episode V - The Empire Strikes Back', 'Vertigo', 'Some Like It Hot', 'Chinatown']","['Big Red One, The', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Evil Dead II (Dead by Dawn)', 'Pickup on South Street', 'Constantine', 'Batman', 'Matrix Revolutions, The', 'Identity', 'Shawshank Redemption, The', 'Invasion, The']"
477,478,"['Green Hornet, The', 'Dragonheart 2: A New Beginning', 'Hunting Party, The', 'Chase, The', 'Stunt Man, The', 'Sherlock Holmes: A Game of Shadows', 'Interstate 60', 'Getaway, The', 'Osmosis Jones', 'Flashback']","['Ghost Writer, The', 'Dark Knight, The', 'Mary Poppins', 'Guardians of the Galaxy', 'Four Musketeers, The', ""City Slickers II: The Legend of Curly's Gold"", 'Peter Pan', 'Nixon', 'Jupiter Ascending', 'Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung)']","['Three Burials of Melquiades Estrada, The', 'Creature Comforts', 'Charly', 'Where Eagles Dare', 'King of New York', 'Cry, the Beloved Country', 'Savior', 'Planes', 'The Night Before', 'Soloist, The']","['Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)', 'Crumb', 'Blow Out', 'Batman: The Dark Knight Returns, Part 1', 'Contact High', 'Arizona Dream', ""All the President's Men"", 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Louis C.K.: Hilarious', 'Living in Oblivion']","['X-Men', 'Legends of the Fall', 'Happy Gilmore', 'War of the Worlds', 'House of Wax', 'Little Girl Who Lives Down the Lane, The', 'Trip to the Moon, A (Voyage dans la lune, Le)', 'Common Thread, A (a.k.a. Sequins) (Brodeuses)', 'Vampire Hunter D', 'Mischief']","['Forrest Gump', 'Shawshank Redemption, The', 'Toy Story', 'Apollo 13', 'Terminator 2: Judgment Day', 'Aladdin', 'Beauty and the Beast', 'Braveheart', 'Jurassic Park', ""Schindler's List""]","['X-Men', 'Legends of the Fall', 'Happy Gilmore', 'War of the Worlds', 'House of Wax', 'Little Girl Who Lives Down the Lane, The', 'Trip to the Moon, A (Voyage dans la lune, Le)', 'Common Thread, A (a.k.a. Sequins) (Brodeuses)', 'Vampire Hunter D', 'Mischief']","['Snow White and the Seven Dwarfs', 'House of Wax', 'Toy Story 2', 'Finding Nemo', 'Dumb & Dumber (Dumb and Dumber)', 'Maverick', 'Batman', 'Contact', 'Nine Months', 'Batman Forever']"
478,479,"['Kicking and Screaming', 'Big Bully', 'In the Bleak Midwinter', 'Nobody Loves Me (Keiner liebt mich)', 'Blue in the Face', 'Jeffrey', 'Love & Human Remains', 'Smoke', 'Unstrung Heroes', 'Boys on the Side']","['Young Adult', 'Nixon', 'Knocked Up', 'Seven (a.k.a. Se7en)', 'Office Space', 'Object of My Affection, The', 'New Adventures of Pippi Longstocking, The', 'Blues Brothers 2000', ""Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La)"", 'Date with an Angel']","['Open Range', ""Von Ryan's Express"", 'Secret in Their Eyes, The (El secreto de sus ojos)', 'Where Eagles Dare', 'Creature Comforts', 'Bride Wars', ""Brother's Keeper"", 'The Night Before', 'Soloist, The', ""Knockin' on Heaven's Door""]","['South Park: Imaginationland', 'The Theory of Everything', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Midnight Cowboy', 'Contact High', ""It's Kind of a Funny Story"", 'Crumb', ""All the President's Men"", 'Living in Oblivion', 'Witness for the Prosecution']","['Godfather, The', 'Braveheart', 'Young Frankenstein', 'Some Like It Hot', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', ""Antonia's Line (Antonia)"", 'Right Stuff, The', 'Milagro Beanfield War', 'Dirty Rotten Scoundrels', 'Star Wars: Episode VI - Return of the Jedi']","['Spirit: Stallion of the Cimarron', 'Glen or Glenda', 'Gardens of Stone', 'Hey Arnold! The Movie', ""Lady and the Duke, The (Anglaise et le duc, L')"", ""Can't Stop the Music"", 'Neighbors', 'Something Wild', 'Milagro Beanfield War', 'Shakes the Clown']","['Godfather, The', 'Young Frankenstein', 'Right Stuff, The', 'Some Like It Hot', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Star Wars: Episode VI - Return of the Jedi', 'Blazing Saddles', 'Dirty Rotten Scoundrels', 'Groundhog Day', ""Boys Don't Cry""]","['Black Hole, The', 'Highlander: Endgame (Highlander IV)', 'Gardens of Stone', 'Volunteers', 'Lost World: Jurassic Park, The', ""Boys Don't Cry"", 'Austin Powers: The Spy Who Shagged Me', 'Cruel Intentions', 'Cherry 2000', 'My Dog Skip']"
479,480,"['Stunt Man, The', 'Beat the Devil', 'Cowboy Way, The', 'Palookaville', 'Last Dragon, The', 'Pink Cadillac', 'Nicotina', 'Men Who Stare at Goats, The', 'Robin-B-Hood (Bo bui gai wak)', 'Kill! (Kiru)']","['Brothers Bloom, The', 'Alexander Nevsky (Aleksandr Nevskiy)', ""Jason's Lyric"", 'Andrew Dice Clay: Dice Rules', 'I Served the King of England (Obsluhoval jsem anglického krále)', 'Little Monsters', 'Spawn', 'Red Badge of Courage, The', 'Ride the High Country', 'United 93']","['District 13: Ultimatum (Banlieue 13 - Ultimatum)', 'Secret in Their Eyes, The (El secreto de sus ojos)', 'Watching the Detectives', 'The Night Before', 'Snowman, The', 'Never Let Me Go', 'Where Eagles Dare', 'Body Heat', 'World of Tomorrow', 'Cry, the Beloved Country']","['Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)', 'Midnight Cowboy', 'Hunt, The (Jagten)', 'Louis C.K.: Hilarious', 'Logan', 'Creature Comforts', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Celebration, The (Festen)', 'Living in Oblivion', 'Crumb']","['Love and Death', 'Brotherhood of the Wolf (Pacte des loups, Le)', 'Broadway Danny Rose', 'Chariots of Fire', 'Usual Suspects, The', 'Hoop Dreams', 'Snatch', 'Evil Dead II (Dead by Dawn)', 'Citizen Kane', 'Stand by Me']","['Pirates of the Caribbean: The Curse of the Black Pearl', 'Kill Bill: Vol. 2', 'Meet the Parents', 'Catch Me If You Can', 'Legally Blonde', 'Seven (a.k.a. Se7en)', 'O Brother, Where Art Thou?', 'Chicago', 'X2: X-Men United', 'Almost Famous']","['Brotherhood of the Wolf (Pacte des loups, Le)', 'Citizen Kane', 'Back to the Future', 'Usual Suspects, The', 'To Kill a Mockingbird', 'Untouchables, The', 'Dead Poets Society', 'Hoop Dreams', 'Young Frankenstein', 'Snatch']","['Spider-Man', 'Monsters, Inc.', 'Austin Powers: The Spy Who Shagged Me', 'Minority Report', 'Matrix Reloaded, The', 'Beautiful Mind, A', 'Big', 'Almost Famous', 'Matrix, The', 'Spider-Man 2']"
480,481,"['Lost Highway', 'Dark Passage', 'Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie)', 'Mulholland Drive', 'Too Late for Tears', 'Rubber', 'Palmetto', 'Pelican Brief, The', 'In the Cut', '21 Grams']","['Devil in a Blue Dress', 'Step Up', 'Barry Lyndon', 'Rocky Balboa', 'Premium Rush', ""What's Your Number?"", 'Perfect World, A', 'Tom and Huck', 'Armageddon', 'Dernier Combat, Le (Last Battle, The)']","['Storks', ""Brother's Keeper"", 'Watching the Detectives', 'Bride Wars', 'Snowman, The', 'Where Eagles Dare', ""Von Ryan's Express"", 'Snowflake, the White Gorilla', 'Soloist, The', 'The Night Before']","['Arizona Dream', 'Jules and Jim (Jules et Jim)', ""All the President's Men"", 'Orphanage, The (Orfanato, El)', 'Blow Out', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Batman: The Dark Knight Returns, Part 1', 'Louis C.K.: Hilarious', 'Contact High', 'Living in Oblivion']","['Fly Away Home', 'Saint, The', 'Crash', 'In & Out', 'Kingdom of Heaven', 'Common Thread, A (a.k.a. Sequins) (Brodeuses)', 'Vampire Hunter D', 'Mischief', 'Mysterious Skin', 'Crash']","['Gang Related', 'Midnight in the Garden of Good and Evil', 'Jackal, The', ""Dante's Peak"", 'Edge, The', 'In & Out', 'MatchMaker, The', 'Amistad', 'Air Force One', 'G.I. Jane']","['Fly Away Home', 'Crash', 'Saint, The', 'In & Out', 'Kingdom of Heaven', 'Common Thread, A (a.k.a. Sequins) (Brodeuses)', 'Vampire Hunter D', 'Mischief', 'Mysterious Skin', 'Crash']","[""Dante's Peak"", 'Gang Related', 'Edge, The', 'Jackal, The', 'Contact', 'G.I. Jane', 'Scream', 'In & Out', 'Midnight in the Garden of Good and Evil', 'Days of Thunder']"
481,482,"['Maximum Ride', 'Who Am I? (Wo shi shei)', 'Postman, The', 'Planet of the Apes', 'THX 1138', 'Battlestar Galactica: The Plan', 'Okja', 'War for the Planet of the Apes', 'Sound of Thunder, A', 'Children of Men']","['Nixon', 'Independence Day: Resurgence', 'F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion)', 'Galaxy Quest', 'Spawn', 'Deadpool', 'Star Trek III: The Search for Spock', 'Mulan', 'Alice in Wonderland', 'Godzilla']","['Beyond Borders', 'Where Eagles Dare', 'Day of the Jackal, The', 'Planes', 'Survive Style 5+', 'Roots', 'The Night Before', 'Cry, the Beloved Country', 'Soloist, The', ""Brother's Keeper""]","['The Lego Movie', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Hidden Figures', 'Batman: The Dark Knight Returns, Part 1', 'Pi', 'Living in Oblivion', 'Adventures of Tintin, The', 'Contact High', 'Toy Story 3', 'Louis C.K.: Hilarious']","['Usual Suspects, The', 'Cider House Rules, The', 'Point of No Return', 'Ray', 'Million Dollar Baby', 'Hunt for Red October, The', 'In the Line of Fire', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Life Aquatic with Steve Zissou, The', 'Jumanji']","['Point of No Return', 'Being Julia', 'Cry in the Dark, A', 'Scenes from a Mall', 'Jurassic Park', 'Meet the Fockers', 'Allan Quatermain and the Lost City of Gold', 'Fanny and Alexander (Fanny och Alexander)', 'Master of Disguise, The', 'Bonfire of the Vanities']","['Usual Suspects, The', 'Life Aquatic with Steve Zissou, The', 'Fifth Element, The', 'Ray', 'Million Dollar Baby', 'In the Line of Fire', 'Austin Powers: International Man of Mystery', 'Hunt for Red October, The', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Alfie']","['Spider-Man 2', 'Apollo 13', 'Star Trek II: The Wrath of Khan', 'Spider-Man', 'Addams Family, The', 'Independence Day (a.k.a. ID4)', 'Austin Powers: The Spy Who Shagged Me', 'Mask, The', 'Big', 'Contact']"
482,483,"['Stunt Man, The', 'Dragonheart 2: A New Beginning', 'Aelita: The Queen of Mars (Aelita)', 'Hunting Party, The', 'Casanova', 'Osmosis Jones', 'Interstate 60', 'Extreme Days', 'Beat the Devil', 'Click']","['Interstate 60', 'Stepford Wives, The', 'Confessions of a Dangerous Mind', 'Mean Streets', 'Train of Life (Train de vie)', 'Midnight Clear, A', 'All the Vermeers in New York', 'Andrew Dice Clay: Dice Rules', 'Nixon', 'Librarian: Quest for the Spear, The']","['Survive Style 5+', 'A Pigeon Sat on a Branch Reflecting on Existence', 'Snowman, The', ""Brother's Keeper"", ""Von Ryan's Express"", 'Soloist, The', 'The Night Before', 'Where Eagles Dare', 'Pat Garrett and Billy the Kid', 'Bride Wars']","['The Way', ""It's Such a Beautiful Day"", 'Logan', 'Philadelphia Story, The', 'Last Detail, The', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Living in Oblivion', 'Captain Fantastic', ""All the President's Men"", 'Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)']","['Top Secret!', 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)', 'Fight Club', 'Godfather: Part II, The', 'City of God (Cidade de Deus)', 'Usual Suspects, The', 'Monty Python and the Holy Grail', 'Ghost in the Shell (Kôkaku kidôtai)', 'Lord of the Rings: The Return of the King, The', 'Kiss Kiss Bang Bang']","['Forrest Gump', 'Shawshank Redemption, The', 'Star Wars: Episode IV - A New Hope', 'Matrix, The', 'Shrek', 'Lord of the Rings: The Fellowship of the Ring, The', 'Incredibles, The', 'Star Wars: Episode VI - Return of the Jedi', 'Toy Story', 'Pirates of the Caribbean: The Curse of the Black Pearl']","['Fight Club', 'Young Frankenstein', 'Hot Fuzz', 'Monty Python and the Holy Grail', 'Back to the Future', 'Usual Suspects, The', ""Carlito's Way"", 'Godfather: Part II, The', 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)', 'Shaun of the Dead']","['Finding Nemo', 'Lord of the Rings: The Two Towers, The', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Bruce Almighty', 'Saving Private Ryan', 'Incredibles, The', 'Shawshank Redemption, The', 'Lord of the Rings: The Return of the King, The', 'Lord of the Rings: The Fellowship of the Ring, The', ""Ocean's Eleven""]"
483,484,"['Mulan', 'Millions', 'Osmosis Jones', 'Ernest & Célestine (Ernest et Célestine)', 'Feast', 'Enchanted', 'Who Framed Roger Rabbit?', 'Adventures of Milo and Otis, The (Koneko monogatari)', 'For the Love of Benji', 'Wizard, The']","['Good Night, and Good Luck.', 'Train of Life (Train de vie)', 'Fantasia 2000', 'Ace Ventura: When Nature Calls', 'Fantasia', ""Dr. Seuss' The Lorax"", 'Beauty and the Beast: The Enchanted Christmas', 'New Adventures of Pippi Longstocking, The', 'Torque', 'Strange Magic']","['9/11', ""Von Ryan's Express"", 'Wind That Shakes the Barley, The', 'Savior', 'Body Heat', 'The Night Before', 'Where Eagles Dare', 'Creature Comforts', ""Brother's Keeper"", 'Soloist, The']","['Louis C.K.: Hilarious', 'Uncommon Valor', ""It's Kind of a Funny Story"", 'Blow Out', 'Living in Oblivion', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'All About My Mother (Todo sobre mi madre)', 'Cool Hand Luke', 'Sunset Blvd. (a.k.a. Sunset Boulevard)', 'Contact High']","['Rear Window', 'Snatch', 'Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette)', 'Goodfellas', 'Dark Knight, The', 'Glory', 'Hot Fuzz', 'Aliens', 'Wizard of Oz, The', 'Office Space']","['Meet the Parents', '10 Things I Hate About You', ""There's Something About Mary"", 'Bring It On', 'Almost Famous', 'Road Trip', 'Me, Myself & Irene', 'Anchorman: The Legend of Ron Burgundy', 'American Pie 2', 'Big Daddy']","['Dark Knight, The', 'Glory', 'Rear Window', 'Snatch', 'Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette)', 'Shining, The', 'Big Fish', 'Little Princess, A', 'Matchstick Men', 'Hot Fuzz']","['Bring It On', '40-Year-Old Virgin, The', 'Babe', 'Ghostbusters (a.k.a. Ghost Busters)', 'Galaxy Quest', '10 Things I Hate About You', '300', 'Love Guru, The', 'Little Mermaid, The', ""Wayne's World 2""]"
484,485,"['Getaway, The', 'City of God (Cidade de Deus)', 'Money Train', 'Bad Boys', 'Metro', 'Another 48 Hrs.', 'Wasabi', 'Last Boy Scout, The', 'Protector, The', 'Bronson']","['Life of Pi', 'Thirteen Days', 'F/X', 'Takers', 'Star Trek: Nemesis', 'Real McCoy, The', 'Tiger and the Snow, The (La tigre e la neve)', 'Lara Croft Tomb Raider: The Cradle of Life', 'Lonesome Dove', 'Saw IV']","['Fighting Temptations, The', 'Beyond Borders', 'Five Easy Pieces', 'Survive Style 5+', 'Where Eagles Dare', 'Body Heat', 'The Night Before', 'Soloist, The', 'Creature Comforts', 'Kagemusha']","['Living in Oblivion', 'Extreme Measures', 'I Am Sam', 'Dead Ringers', 'Contact High', 'Uncommon Valor', 'Louis C.K.: Hilarious', 'Cool Hand Luke', ""Howl's Moving Castle (Hauru no ugoku shiro)"", 'Sunset Blvd. (a.k.a. Sunset Boulevard)']","['Die Hard: With a Vengeance', 'Batman', 'Cliffhanger', 'Dear Wendy', 'Vampire Hunter D', 'Mischief', 'Mysterious Skin', 'Crash', 'House of Wax', 'Kingdom of Heaven']","['Batman', 'Dances with Wolves', 'Apollo 13', 'Batman Forever', 'Fugitive, The', 'Die Hard: With a Vengeance', 'Braveheart', 'Crimson Tide', 'True Lies', 'Cliffhanger']","['Die Hard: With a Vengeance', 'Cliffhanger', 'Batman', 'Dear Wendy', 'Vampire Hunter D', 'Mischief', 'Mysterious Skin', 'Crash', 'House of Wax', 'Kingdom of Heaven']","['Batman', 'Apollo 13', 'Jurassic Park', 'Clear and Present Danger', 'Net, The', 'Star Trek: Generations', 'Silence of the Lambs, The', 'Stargate', 'Pulp Fiction', 'Outbreak']"
485,486,"['Daylight', 'Runaway Train', 'First Blood (Rambo: First Blood)', 'Towering Inferno, The', 'Left Behind: The Movie', 'The Count of Monte Cristo', 'K-19: The Widowmaker', 'Wages of Fear, The (Salaire de la peur, Le)', 'Azumi', 'Order, The']","['Baby Driver', 'Unforgettable', 'Karate Kid, Part II, The', 'Windtalkers', 'Nothing to Lose', 'Life of Pi', 'Crime Busters', 'Valkyrie', 'The Alamo', 'Miami Vice']","['The Night Before', 'Day of the Jackal, The', 'Charly', 'Roots', 'Survive Style 5+', 'Never Let Me Go', 'Cry, the Beloved Country', '2 Guns', 'Soloist, The', 'Where Eagles Dare']","['Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo)', ""All the President's Men"", 'Victoria', 'Town, The', 'Jules and Jim (Jules et Jim)', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Louis C.K.: Hilarious', 'Batman: The Dark Knight Returns, Part 1', 'Living in Oblivion', 'Blow Out']","['Pulp Fiction', 'Rock, The', 'Crimson Tide', 'Outbreak', 'Crow, The', 'Die Hard: With a Vengeance', 'Mission: Impossible', 'Executive Decision', 'Legends of the Fall', 'Clueless']","['Batman', 'Cliffhanger', 'Clear and Present Danger', 'Outbreak', 'Batman Forever', 'Fugitive, The', 'True Lies', 'Waterworld', 'Die Hard: With a Vengeance', 'Stargate']","['Pulp Fiction', 'Crow, The', 'Crimson Tide', 'Mission: Impossible', 'Executive Decision', 'Rock, The', 'Die Hard: With a Vengeance', 'Outbreak', 'Clueless', 'Legends of the Fall']","['Stargate', 'Terminator 2: Judgment Day', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Star Trek: Generations', 'Disclosure', 'Braveheart', 'Clear and Present Danger', 'Waterworld', 'Crimson Tide', 'Get Shorty']"
486,487,"['Bird People in China, The (Chûgoku no chôjin)', 'Zoom', 'Librarian: Quest for the Spear, The', 'Wizards of Waverly Place: The Movie', 'Click', 'Dragonheart 2: A New Beginning', 'Mind Game', 'Merlin', 'Last Action Hero', 'Big Trouble in Little China']","['Slaughterhouse-Five', 'Basic', 'Demolition Man', 'Inferno', 'Librarian: Quest for the Spear, The', 'Corruptor, The', 'Gnomeo & Juliet', 'Forgotten, The', 'Fire and Ice', 'Thief of Bagdad, The']","['Manon of the Spring (Manon des sources)', 'Jeff Ross Roasts Criminals: Live at Brazos County Jail', 'Tears for Sale', 'Frankenstein 90', 'Teahouse of the August Moon, The', 'Chinese Puzzle (Casse-tête chinois)', 'Guy X', 'Red Flag', 'A Walk in the Woods', 'A Perfect Day']","['Watership Down', 'Reader, The', 'Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira)', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Batman: The Dark Knight Returns, Part 1', 'Jules and Jim (Jules et Jim)', 'Orphanage, The (Orfanato, El)', 'The Way', 'Contact High', 'Living in Oblivion']","['Shawshank Redemption, The', 'Louis C.K.: Shameless', 'Louis C.K.: Hilarious', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Whiplash', 'Rear Window', 'Kill Bill: Vol. 1', ""King's Speech, The"", 'Lost in Translation', 'Star Wars: Episode IV - A New Hope']","['Fight Club', 'Inception', 'Memento', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Eternal Sunshine of the Spotless Mind', 'Matrix, The', 'Lord of the Rings: The Fellowship of the Ring, The', 'American History X', 'Dark Knight, The', 'American Beauty']","['Shawshank Redemption, The', 'Rear Window', ""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Eternal Sunshine of the Spotless Mind', 'Shaun of the Dead', ""King's Speech, The"", 'Lost in Translation', 'Whiplash', 'The Imitation Game', ""Ocean's Eleven""]","['Fight Club', 'Kill Bill: Vol. 1', 'Snatch', 'Inception', 'Lord of the Rings: The Two Towers, The', 'WALL·E', 'Requiem for a Dream', 'Shawshank Redemption, The', 'Lord of the Rings: The Return of the King, The', 'Interstellar']"
487,488,"['Click', 'Casanova', 'Ghost', 'Bird People in China, The (Chûgoku no chôjin)', 'Zoom', 'Fear and Loathing in Las Vegas', 'Palindromes', 'Sisterhood of the Traveling Pants, The', 'Transamerica', 'Little Miss Sunshine']","['Brief Encounter', 'Ghost Dog: The Way of the Samurai', 'Damned, The (La Caduta degli dei)', 'Return to Treasure Island', 'Spanglish', 'Top Hat', 'Old Boy', 'Undercover Blues', 'Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre)', 'Librarian: Quest for the Spear, The']","['District 13: Ultimatum (Banlieue 13 - Ultimatum)', 'Where Eagles Dare', 'Roots', ""It's Kind of a Funny Story"", 'Five Easy Pieces', 'Day of the Jackal, The', 'Cry, the Beloved Country', 'King of New York', 'Never Let Me Go', 'Lonesome Dove']","['Midnight Cowboy', 'Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Living in Oblivion', 'Mississippi Burning', 'Crumb', ""All the President's Men"", 'Celebration, The (Festen)', 'Louis C.K.: Hilarious', 'Arizona Dream']","['Chariots of Fire', 'Lord of the Rings: The Return of the King, The', 'Wallace & Gromit: The Wrong Trousers', 'Casablanca', ""Singin' in the Rain"", 'Young Frankenstein', 'Gandhi', 'Wallace & Gromit: A Close Shave', 'Big Fish', 'Harry Potter and the Prisoner of Azkaban']","['Forrest Gump', ""Schindler's List"", 'Shawshank Redemption, The', 'Princess Bride, The', ""It's a Wonderful Life"", 'Life Is Beautiful (La Vita è bella)', 'To Kill a Mockingbird', ""Singin' in the Rain"", 'Monty Python and the Holy Grail', 'Some Like It Hot']","['Lord of the Rings: The Return of the King, The', 'Young Frankenstein', 'Wallace & Gromit: The Wrong Trousers', ""Singin' in the Rain"", 'Casablanca', 'Chariots of Fire', 'Harry Potter and the Prisoner of Azkaban', 'Blazing Saddles', 'Bringing Up Baby', 'Wallace & Gromit: A Close Shave']","['The Importance of Being Earnest', 'Forrest Gump', ""Schindler's List"", 'Pulp Fiction', 'Silence of the Lambs, The', 'Bringing Up Baby', 'Miracle Worker, The', 'Holiday Inn', 'This Is Spinal Tap', 'My Fair Lady']"
